index,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Year_range
11525,India,Sweet potatoes,1995,80643,1083,61257,25.55,old
11527,India,Sweet potatoes,1995,80643,1083,61257,26.04,old
11529,India,Sweet potatoes,1995,80643,1083,61257,25.76,old
11530,India,Sweet potatoes,1995,80643,1083,61257,25.24,old
11531,India,Sweet potatoes,1995,80643,1083,61257,26.72,old
11532,India,Sweet potatoes,1995,80643,1083,61257,24.64,old
11533,India,Sweet potatoes,1995,80643,1083,61257,27.03,old
11535,India,Sweet potatoes,1995,80643,1083,61257,26.01,old
11536,India,Wheat,1995,25590,1083,61257,25.86,old
11537,India,Wheat,1995,25590,1083,61257,27.2,old
11538,India,Wheat,1995,25590,1083,61257,26.15,old
11539,India,Wheat,1995,25590,1083,61257,24.04,old
11540,India,Wheat,1995,25590,1083,61257,25.44,old
11541,India,Wheat,1995,25590,1083,61257,25.73,old
11542,India,Wheat,1995,25590,1083,61257,25.92,old
11543,India,Wheat,1995,25590,1083,61257,26.62,old
11544,India,Wheat,1995,25590,1083,61257,27.24,old
11545,India,Wheat,1995,25590,1083,61257,25.5,old
11546,India,Wheat,1995,25590,1083,61257,26.13,old
11547,India,Wheat,1995,25590,1083,61257,25.55,old
11549,India,Wheat,1995,25590,1083,61257,26.04,old
11551,India,Wheat,1995,25590,1083,61257,25.76,old
11552,India,Wheat,1995,25590,1083,61257,25.24,old
11553,India,Wheat,1995,25590,1083,61257,26.72,old
11554,India,Wheat,1995,25590,1083,61257,24.64,old
11555,India,Wheat,1995,25590,1083,61257,27.03,old
11557,India,Wheat,1995,25590,1083,61257,26.01,old
11558,India,Cassava,1996,39530,1083,56114,25.63,old
11559,India,Cassava,1996,39530,1083,56114,27.06,old
11560,India,Cassava,1996,39530,1083,56114,26.1,old
11561,India,Cassava,1996,39530,1083,56114,23.81,old
11562,India,Cassava,1996,39530,1083,56114,25.41,old
11563,India,Cassava,1996,39530,1083,56114,25.9,old
11564,India,Cassava,1996,39530,1083,56114,25.55,old
11565,India,Cassava,1996,39530,1083,56114,26.65,old
11566,India,Cassava,1996,39530,1083,56114,27.37,old
11568,India,Cassava,1996,39530,1083,56114,25.79,old
11569,India,Cassava,1996,39530,1083,56114,25.31,old
11571,India,Cassava,1996,39530,1083,56114,26.46,old
11573,India,Cassava,1996,39530,1083,56114,25.75,old
11574,India,Cassava,1996,39530,1083,56114,25.34,old
11575,India,Cassava,1996,39530,1083,56114,26.64,old
11576,India,Cassava,1996,39530,1083,56114,24.78,old
11577,India,Cassava,1996,39530,1083,56114,27.01,old
11579,India,Cassava,1996,39530,1083,56114,25.99,old
11580,India,Maize,1996,17094,1083,56114,25.63,old
11581,India,Maize,1996,17094,1083,56114,27.06,old
11582,India,Maize,1996,17094,1083,56114,26.1,old
11583,India,Maize,1996,17094,1083,56114,23.81,old
11584,India,Maize,1996,17094,1083,56114,25.41,old
11585,India,Maize,1996,17094,1083,56114,25.9,old
11586,India,Maize,1996,17094,1083,56114,25.55,old
11587,India,Maize,1996,17094,1083,56114,26.65,old
11588,India,Maize,1996,17094,1083,56114,27.37,old
11590,India,Maize,1996,17094,1083,56114,25.79,old
11591,India,Maize,1996,17094,1083,56114,25.31,old
11593,India,Maize,1996,17094,1083,56114,26.46,old
11595,India,Maize,1996,17094,1083,56114,25.75,old
11596,India,Maize,1996,17094,1083,56114,25.34,old
11597,India,Maize,1996,17094,1083,56114,26.64,old
11598,India,Maize,1996,17094,1083,56114,24.78,old
11599,India,Maize,1996,17094,1083,56114,27.01,old
11601,India,Maize,1996,17094,1083,56114,25.99,old
11602,India,Potatoes,1996,169913,1083,56114,25.63,old
11603,India,Potatoes,1996,169913,1083,56114,27.06,old
11604,India,Potatoes,1996,169913,1083,56114,26.1,old
11605,India,Potatoes,1996,169913,1083,56114,23.81,old
11606,India,Potatoes,1996,169913,1083,56114,25.41,old
11607,India,Potatoes,1996,169913,1083,56114,25.9,old
11608,India,Potatoes,1996,169913,1083,56114,25.55,old
11609,India,Potatoes,1996,169913,1083,56114,26.65,old
11610,India,Potatoes,1996,169913,1083,56114,27.37,old
11612,India,Potatoes,1996,169913,1083,56114,25.79,old
11613,India,Potatoes,1996,169913,1083,56114,25.31,old
11615,India,Potatoes,1996,169913,1083,56114,26.46,old
11617,India,Potatoes,1996,169913,1083,56114,25.75,old
11618,India,Potatoes,1996,169913,1083,56114,25.34,old
11619,India,Potatoes,1996,169913,1083,56114,26.64,old
11620,India,Potatoes,1996,169913,1083,56114,24.78,old
11621,India,Potatoes,1996,169913,1083,56114,27.01,old
11623,India,Potatoes,1996,169913,1083,56114,25.99,old
11624,India,"Rice, paddy",1996,28226,1083,56114,25.63,old
11625,India,"Rice, paddy",1996,28226,1083,56114,27.06,old
11626,India,"Rice, paddy",1996,28226,1083,56114,26.1,old
11627,India,"Rice, paddy",1996,28226,1083,56114,23.81,old
11628,India,"Rice, paddy",1996,28226,1083,56114,25.41,old
11629,India,"Rice, paddy",1996,28226,1083,56114,25.9,old
11630,India,"Rice, paddy",1996,28226,1083,56114,25.55,old
11631,India,"Rice, paddy",1996,28226,1083,56114,26.65,old
11632,India,"Rice, paddy",1996,28226,1083,56114,27.37,old
11634,India,"Rice, paddy",1996,28226,1083,56114,25.79,old
11635,India,"Rice, paddy",1996,28226,1083,56114,25.31,old
11637,India,"Rice, paddy",1996,28226,1083,56114,26.46,old
11639,India,"Rice, paddy",1996,28226,1083,56114,25.75,old
11640,India,"Rice, paddy",1996,28226,1083,56114,25.34,old
11641,India,"Rice, paddy",1996,28226,1083,56114,26.64,old
11642,India,"Rice, paddy",1996,28226,1083,56114,24.78,old
11643,India,"Rice, paddy",1996,28226,1083,56114,27.01,old
11645,India,"Rice, paddy",1996,28226,1083,56114,25.99,old
11646,India,Sorghum,1996,9591,1083,56114,25.63,old
11647,India,Sorghum,1996,9591,1083,56114,27.06,old
11648,India,Sorghum,1996,9591,1083,56114,26.1,old
11649,India,Sorghum,1996,9591,1083,56114,23.81,old
11650,India,Sorghum,1996,9591,1083,56114,25.41,old
11651,India,Sorghum,1996,9591,1083,56114,25.9,old
11652,India,Sorghum,1996,9591,1083,56114,25.55,old
11653,India,Sorghum,1996,9591,1083,56114,26.65,old
11654,India,Sorghum,1996,9591,1083,56114,27.37,old
11656,India,Sorghum,1996,9591,1083,56114,25.79,old
11657,India,Sorghum,1996,9591,1083,56114,25.31,old
11659,India,Sorghum,1996,9591,1083,56114,26.46,old
11661,India,Sorghum,1996,9591,1083,56114,25.75,old
11662,India,Sorghum,1996,9591,1083,56114,25.34,old
11663,India,Sorghum,1996,9591,1083,56114,26.64,old
11664,India,Sorghum,1996,9591,1083,56114,24.78,old
11665,India,Sorghum,1996,9591,1083,56114,27.01,old
11667,India,Sorghum,1996,9591,1083,56114,25.99,old
11668,India,Soybeans,1996,10319,1083,56114,25.63,old
11669,India,Soybeans,1996,10319,1083,56114,27.06,old
11670,India,Soybeans,1996,10319,1083,56114,26.1,old
11671,India,Soybeans,1996,10319,1083,56114,23.81,old
11672,India,Soybeans,1996,10319,1083,56114,25.41,old
11673,India,Soybeans,1996,10319,1083,56114,25.9,old
11674,India,Soybeans,1996,10319,1083,56114,25.55,old
11675,India,Soybeans,1996,10319,1083,56114,26.65,old
11676,India,Soybeans,1996,10319,1083,56114,27.37,old
11678,India,Soybeans,1996,10319,1083,56114,25.79,old
11679,India,Soybeans,1996,10319,1083,56114,25.31,old
11681,India,Soybeans,1996,10319,1083,56114,26.46,old
11683,India,Soybeans,1996,10319,1083,56114,25.75,old
11684,India,Soybeans,1996,10319,1083,56114,25.34,old
11685,India,Soybeans,1996,10319,1083,56114,26.64,old
11686,India,Soybeans,1996,10319,1083,56114,24.78,old
11687,India,Soybeans,1996,10319,1083,56114,27.01,old
11689,India,Soybeans,1996,10319,1083,56114,25.99,old
11690,India,Sweet potatoes,1996,80716,1083,56114,25.63,old
11691,India,Sweet potatoes,1996,80716,1083,56114,27.06,old
11692,India,Sweet potatoes,1996,80716,1083,56114,26.1,old
11693,India,Sweet potatoes,1996,80716,1083,56114,23.81,old
11694,India,Sweet potatoes,1996,80716,1083,56114,25.41,old
11695,India,Sweet potatoes,1996,80716,1083,56114,25.9,old
11696,India,Sweet potatoes,1996,80716,1083,56114,25.55,old
11697,India,Sweet potatoes,1996,80716,1083,56114,26.65,old
11698,India,Sweet potatoes,1996,80716,1083,56114,27.37,old
11700,India,Sweet potatoes,1996,80716,1083,56114,25.79,old
11701,India,Sweet potatoes,1996,80716,1083,56114,25.31,old
11703,India,Sweet potatoes,1996,80716,1083,56114,26.46,old
11705,India,Sweet potatoes,1996,80716,1083,56114,25.75,old
11706,India,Sweet potatoes,1996,80716,1083,56114,25.34,old
11707,India,Sweet potatoes,1996,80716,1083,56114,26.64,old
11708,India,Sweet potatoes,1996,80716,1083,56114,24.78,old
11709,India,Sweet potatoes,1996,80716,1083,56114,27.01,old
11711,India,Sweet potatoes,1996,80716,1083,56114,25.99,old
11712,India,Wheat,1996,24828,1083,56114,25.63,old
11713,India,Wheat,1996,24828,1083,56114,27.06,old
11714,India,Wheat,1996,24828,1083,56114,26.1,old
11715,India,Wheat,1996,24828,1083,56114,23.81,old
11716,India,Wheat,1996,24828,1083,56114,25.41,old
11717,India,Wheat,1996,24828,1083,56114,25.9,old
11718,India,Wheat,1996,24828,1083,56114,25.55,old
11719,India,Wheat,1996,24828,1083,56114,26.65,old
11720,India,Wheat,1996,24828,1083,56114,27.37,old
11722,India,Wheat,1996,24828,1083,56114,25.79,old
11723,India,Wheat,1996,24828,1083,56114,25.31,old
11725,India,Wheat,1996,24828,1083,56114,26.46,old
11727,India,Wheat,1996,24828,1083,56114,25.75,old
11728,India,Wheat,1996,24828,1083,56114,25.34,old
11729,India,Wheat,1996,24828,1083,56114,26.64,old
11730,India,Wheat,1996,24828,1083,56114,24.78,old
11731,India,Wheat,1996,24828,1083,56114,27.01,old
11733,India,Wheat,1996,24828,1083,56114,25.99,old
11734,India,Cassava,1997,221117,1083,52279,24.92,old
11735,India,Cassava,1997,221117,1083,52279,26.45,old
11736,India,Cassava,1997,221117,1083,52279,25.58,old
11737,India,Cassava,1997,221117,1083,52279,23.26,old
11738,India,Cassava,1997,221117,1083,52279,25.68,old
11739,India,Cassava,1997,221117,1083,52279,25.09,old
11740,India,Cassava,1997,221117,1083,52279,24.71,old
11741,India,Cassava,1997,221117,1083,52279,26.19,old
11742,India,Cassava,1997,221117,1083,52279,27.47,old
11743,India,Cassava,1997,221117,1083,52279,24.77,old
11744,India,Cassava,1997,221117,1083,52279,24.83,old
11747,India,Cassava,1997,221117,1083,52279,25.75,old
11749,India,Cassava,1997,221117,1083,52279,25.46,old
11750,India,Cassava,1997,221117,1083,52279,25.21,old
11751,India,Cassava,1997,221117,1083,52279,26.38,old
11752,India,Cassava,1997,221117,1083,52279,24.55,old
11753,India,Cassava,1997,221117,1083,52279,26.53,old
11756,India,Maize,1997,17111,1083,52279,24.92,old
11757,India,Maize,1997,17111,1083,52279,26.45,old
11758,India,Maize,1997,17111,1083,52279,25.58,old
11759,India,Maize,1997,17111,1083,52279,23.26,old
11760,India,Maize,1997,17111,1083,52279,25.68,old
11761,India,Maize,1997,17111,1083,52279,25.09,old
11762,India,Maize,1997,17111,1083,52279,24.71,old
11763,India,Maize,1997,17111,1083,52279,26.19,old
11764,India,Maize,1997,17111,1083,52279,27.47,old
11765,India,Maize,1997,17111,1083,52279,24.77,old
11766,India,Maize,1997,17111,1083,52279,24.83,old
11769,India,Maize,1997,17111,1083,52279,25.75,old
11771,India,Maize,1997,17111,1083,52279,25.46,old
11772,India,Maize,1997,17111,1083,52279,25.21,old
11773,India,Maize,1997,17111,1083,52279,26.38,old
11774,India,Maize,1997,17111,1083,52279,24.55,old
11775,India,Maize,1997,17111,1083,52279,26.53,old
11778,India,Potatoes,1997,193913,1083,52279,24.92,old
11779,India,Potatoes,1997,193913,1083,52279,26.45,old
11780,India,Potatoes,1997,193913,1083,52279,25.58,old
11781,India,Potatoes,1997,193913,1083,52279,23.26,old
11782,India,Potatoes,1997,193913,1083,52279,25.68,old
11783,India,Potatoes,1997,193913,1083,52279,25.09,old
11784,India,Potatoes,1997,193913,1083,52279,24.71,old
11785,India,Potatoes,1997,193913,1083,52279,26.19,old
11786,India,Potatoes,1997,193913,1083,52279,27.47,old
11787,India,Potatoes,1997,193913,1083,52279,24.77,old
11788,India,Potatoes,1997,193913,1083,52279,24.83,old
11791,India,Potatoes,1997,193913,1083,52279,25.75,old
11793,India,Potatoes,1997,193913,1083,52279,25.46,old
11794,India,Potatoes,1997,193913,1083,52279,25.21,old
11795,India,Potatoes,1997,193913,1083,52279,26.38,old
11796,India,Potatoes,1997,193913,1083,52279,24.55,old
11797,India,Potatoes,1997,193913,1083,52279,26.53,old
11800,India,"Rice, paddy",1997,28457,1083,52279,24.92,old
11801,India,"Rice, paddy",1997,28457,1083,52279,26.45,old
11802,India,"Rice, paddy",1997,28457,1083,52279,25.58,old
11803,India,"Rice, paddy",1997,28457,1083,52279,23.26,old
11804,India,"Rice, paddy",1997,28457,1083,52279,25.68,old
11805,India,"Rice, paddy",1997,28457,1083,52279,25.09,old
11806,India,"Rice, paddy",1997,28457,1083,52279,24.71,old
11807,India,"Rice, paddy",1997,28457,1083,52279,26.19,old
11808,India,"Rice, paddy",1997,28457,1083,52279,27.47,old
11809,India,"Rice, paddy",1997,28457,1083,52279,24.77,old
11810,India,"Rice, paddy",1997,28457,1083,52279,24.83,old
11813,India,"Rice, paddy",1997,28457,1083,52279,25.75,old
11815,India,"Rice, paddy",1997,28457,1083,52279,25.46,old
11816,India,"Rice, paddy",1997,28457,1083,52279,25.21,old
11817,India,"Rice, paddy",1997,28457,1083,52279,26.38,old
11818,India,"Rice, paddy",1997,28457,1083,52279,24.55,old
11819,India,"Rice, paddy",1997,28457,1083,52279,26.53,old
11822,India,Sorghum,1997,6920,1083,52279,24.92,old
11823,India,Sorghum,1997,6920,1083,52279,26.45,old
11824,India,Sorghum,1997,6920,1083,52279,25.58,old
11825,India,Sorghum,1997,6920,1083,52279,23.26,old
11826,India,Sorghum,1997,6920,1083,52279,25.68,old
11827,India,Sorghum,1997,6920,1083,52279,25.09,old
11828,India,Sorghum,1997,6920,1083,52279,24.71,old
11829,India,Sorghum,1997,6920,1083,52279,26.19,old
11830,India,Sorghum,1997,6920,1083,52279,27.47,old
11831,India,Sorghum,1997,6920,1083,52279,24.77,old
11832,India,Sorghum,1997,6920,1083,52279,24.83,old
11835,India,Sorghum,1997,6920,1083,52279,25.75,old
11837,India,Sorghum,1997,6920,1083,52279,25.46,old
11838,India,Sorghum,1997,6920,1083,52279,25.21,old
11839,India,Sorghum,1997,6920,1083,52279,26.38,old
11840,India,Sorghum,1997,6920,1083,52279,24.55,old
11841,India,Sorghum,1997,6920,1083,52279,26.53,old
11844,India,Soybeans,1997,10789,1083,52279,24.92,old
11845,India,Soybeans,1997,10789,1083,52279,26.45,old
11846,India,Soybeans,1997,10789,1083,52279,25.58,old
11847,India,Soybeans,1997,10789,1083,52279,23.26,old
11848,India,Soybeans,1997,10789,1083,52279,25.68,old
11849,India,Soybeans,1997,10789,1083,52279,25.09,old
11850,India,Soybeans,1997,10789,1083,52279,24.71,old
11851,India,Soybeans,1997,10789,1083,52279,26.19,old
11852,India,Soybeans,1997,10789,1083,52279,27.47,old
11853,India,Soybeans,1997,10789,1083,52279,24.77,old
11854,India,Soybeans,1997,10789,1083,52279,24.83,old
11857,India,Soybeans,1997,10789,1083,52279,25.75,old
11859,India,Soybeans,1997,10789,1083,52279,25.46,old
11860,India,Soybeans,1997,10789,1083,52279,25.21,old
11861,India,Soybeans,1997,10789,1083,52279,26.38,old
11862,India,Soybeans,1997,10789,1083,52279,24.55,old
11863,India,Soybeans,1997,10789,1083,52279,26.53,old
11866,India,Sweet potatoes,1997,84850,1083,52279,24.92,old
11867,India,Sweet potatoes,1997,84850,1083,52279,26.45,old
11868,India,Sweet potatoes,1997,84850,1083,52279,25.58,old
11869,India,Sweet potatoes,1997,84850,1083,52279,23.26,old
11870,India,Sweet potatoes,1997,84850,1083,52279,25.68,old
11871,India,Sweet potatoes,1997,84850,1083,52279,25.09,old
11872,India,Sweet potatoes,1997,84850,1083,52279,24.71,old
11873,India,Sweet potatoes,1997,84850,1083,52279,26.19,old
11874,India,Sweet potatoes,1997,84850,1083,52279,27.47,old
11875,India,Sweet potatoes,1997,84850,1083,52279,24.77,old
11876,India,Sweet potatoes,1997,84850,1083,52279,24.83,old
11879,India,Sweet potatoes,1997,84850,1083,52279,25.75,old
11881,India,Sweet potatoes,1997,84850,1083,52279,25.46,old
11882,India,Sweet potatoes,1997,84850,1083,52279,25.21,old
11883,India,Sweet potatoes,1997,84850,1083,52279,26.38,old
11884,India,Sweet potatoes,1997,84850,1083,52279,24.55,old
11885,India,Sweet potatoes,1997,84850,1083,52279,26.53,old
11888,India,Wheat,1997,26789,1083,52279,24.92,old
11889,India,Wheat,1997,26789,1083,52279,26.45,old
11890,India,Wheat,1997,26789,1083,52279,25.58,old
11891,India,Wheat,1997,26789,1083,52279,23.26,old
11892,India,Wheat,1997,26789,1083,52279,25.68,old
11893,India,Wheat,1997,26789,1083,52279,25.09,old
11894,India,Wheat,1997,26789,1083,52279,24.71,old
11895,India,Wheat,1997,26789,1083,52279,26.19,old
11896,India,Wheat,1997,26789,1083,52279,27.47,old
11897,India,Wheat,1997,26789,1083,52279,24.77,old
11898,India,Wheat,1997,26789,1083,52279,24.83,old
11901,India,Wheat,1997,26789,1083,52279,25.75,old
11903,India,Wheat,1997,26789,1083,52279,25.46,old
11904,India,Wheat,1997,26789,1083,52279,25.21,old
11905,India,Wheat,1997,26789,1083,52279,26.38,old
11906,India,Wheat,1997,26789,1083,52279,24.55,old
11907,India,Wheat,1997,26789,1083,52279,26.53,old
11910,India,Cassava,1998,39530,1083,49157,25.91,old
11911,India,Cassava,1998,39530,1083,49157,27.48,old
11912,India,Cassava,1998,39530,1083,49157,26.35,old
11913,India,Cassava,1998,39530,1083,49157,24.34,old
11914,India,Cassava,1998,39530,1083,49157,26.01,old
11915,India,Cassava,1998,39530,1083,49157,26.12,old
11916,India,Cassava,1998,39530,1083,49157,25.77,old
11917,India,Cassava,1998,39530,1083,49157,26.69,old
11918,India,Cassava,1998,39530,1083,49157,27.87,old
11919,India,Cassava,1998,39530,1083,49157,25.87,old
11920,India,Cassava,1998,39530,1083,49157,26.27,old
11921,India,Cassava,1998,39530,1083,49157,25.46,old
11923,India,Cassava,1998,39530,1083,49157,26.4,old
11926,India,Cassava,1998,39530,1083,49157,25.55,old
11927,India,Cassava,1998,39530,1083,49157,27.09,old
11928,India,Cassava,1998,39530,1083,49157,24.84,old
11929,India,Cassava,1998,39530,1083,49157,27.32,old
11932,India,Maize,1998,17969,1083,49157,25.91,old
11933,India,Maize,1998,17969,1083,49157,27.48,old
11934,India,Maize,1998,17969,1083,49157,26.35,old
11935,India,Maize,1998,17969,1083,49157,24.34,old
11936,India,Maize,1998,17969,1083,49157,26.01,old
11937,India,Maize,1998,17969,1083,49157,26.12,old
11938,India,Maize,1998,17969,1083,49157,25.77,old
11939,India,Maize,1998,17969,1083,49157,26.69,old
11940,India,Maize,1998,17969,1083,49157,27.87,old
11941,India,Maize,1998,17969,1083,49157,25.87,old
11942,India,Maize,1998,17969,1083,49157,26.27,old
11943,India,Maize,1998,17969,1083,49157,25.46,old
11945,India,Maize,1998,17969,1083,49157,26.4,old
11948,India,Maize,1998,17969,1083,49157,25.55,old
11949,India,Maize,1998,17969,1083,49157,27.09,old
11950,India,Maize,1998,17969,1083,49157,24.84,old
11951,India,Maize,1998,17969,1083,49157,27.32,old
11954,India,Potatoes,1998,146020,1083,49157,25.91,old
11955,India,Potatoes,1998,146020,1083,49157,27.48,old
11956,India,Potatoes,1998,146020,1083,49157,26.35,old
11957,India,Potatoes,1998,146020,1083,49157,24.34,old
11958,India,Potatoes,1998,146020,1083,49157,26.01,old
11959,India,Potatoes,1998,146020,1083,49157,26.12,old
11960,India,Potatoes,1998,146020,1083,49157,25.77,old
11961,India,Potatoes,1998,146020,1083,49157,26.69,old
11962,India,Potatoes,1998,146020,1083,49157,27.87,old
11963,India,Potatoes,1998,146020,1083,49157,25.87,old
11964,India,Potatoes,1998,146020,1083,49157,26.27,old
11965,India,Potatoes,1998,146020,1083,49157,25.46,old
11967,India,Potatoes,1998,146020,1083,49157,26.4,old
11970,India,Potatoes,1998,146020,1083,49157,25.55,old
11971,India,Potatoes,1998,146020,1083,49157,27.09,old
11972,India,Potatoes,1998,146020,1083,49157,24.84,old
11973,India,Potatoes,1998,146020,1083,49157,27.32,old
11976,India,"Rice, paddy",1998,28805,1083,49157,25.91,old
11977,India,"Rice, paddy",1998,28805,1083,49157,27.48,old
11978,India,"Rice, paddy",1998,28805,1083,49157,26.35,old
11979,India,"Rice, paddy",1998,28805,1083,49157,24.34,old
11980,India,"Rice, paddy",1998,28805,1083,49157,26.01,old
11981,India,"Rice, paddy",1998,28805,1083,49157,26.12,old
11982,India,"Rice, paddy",1998,28805,1083,49157,25.77,old
11983,India,"Rice, paddy",1998,28805,1083,49157,26.69,old
11984,India,"Rice, paddy",1998,28805,1083,49157,27.87,old
11985,India,"Rice, paddy",1998,28805,1083,49157,25.87,old
11986,India,"Rice, paddy",1998,28805,1083,49157,26.27,old
11987,India,"Rice, paddy",1998,28805,1083,49157,25.46,old
11989,India,"Rice, paddy",1998,28805,1083,49157,26.4,old
11992,India,"Rice, paddy",1998,28805,1083,49157,25.55,old
11993,India,"Rice, paddy",1998,28805,1083,49157,27.09,old
11994,India,"Rice, paddy",1998,28805,1083,49157,24.84,old
11995,India,"Rice, paddy",1998,28805,1083,49157,27.32,old
11998,India,Sorghum,1998,8592,1083,49157,25.91,old
11999,India,Sorghum,1998,8592,1083,49157,27.48,old
12000,India,Sorghum,1998,8592,1083,49157,26.35,old
12001,India,Sorghum,1998,8592,1083,49157,24.34,old
12002,India,Sorghum,1998,8592,1083,49157,26.01,old
12003,India,Sorghum,1998,8592,1083,49157,26.12,old
12004,India,Sorghum,1998,8592,1083,49157,25.77,old
12005,India,Sorghum,1998,8592,1083,49157,26.69,old
12006,India,Sorghum,1998,8592,1083,49157,27.87,old
12007,India,Sorghum,1998,8592,1083,49157,25.87,old
12008,India,Sorghum,1998,8592,1083,49157,26.27,old
12009,India,Sorghum,1998,8592,1083,49157,25.46,old
12011,India,Sorghum,1998,8592,1083,49157,26.4,old
12014,India,Sorghum,1998,8592,1083,49157,25.55,old
12015,India,Sorghum,1998,8592,1083,49157,27.09,old
12016,India,Sorghum,1998,8592,1083,49157,24.84,old
12017,India,Sorghum,1998,8592,1083,49157,27.32,old
12020,India,Soybeans,1998,11001,1083,49157,25.91,old
12021,India,Soybeans,1998,11001,1083,49157,27.48,old
12022,India,Soybeans,1998,11001,1083,49157,26.35,old
12023,India,Soybeans,1998,11001,1083,49157,24.34,old
12024,India,Soybeans,1998,11001,1083,49157,26.01,old
12025,India,Soybeans,1998,11001,1083,49157,26.12,old
12026,India,Soybeans,1998,11001,1083,49157,25.77,old
12027,India,Soybeans,1998,11001,1083,49157,26.69,old
12028,India,Soybeans,1998,11001,1083,49157,27.87,old
12029,India,Soybeans,1998,11001,1083,49157,25.87,old
12030,India,Soybeans,1998,11001,1083,49157,26.27,old
12031,India,Soybeans,1998,11001,1083,49157,25.46,old
12033,India,Soybeans,1998,11001,1083,49157,26.4,old
12036,India,Soybeans,1998,11001,1083,49157,25.55,old
12037,India,Soybeans,1998,11001,1083,49157,27.09,old
12038,India,Soybeans,1998,11001,1083,49157,24.84,old
12039,India,Soybeans,1998,11001,1083,49157,27.32,old
12042,India,Sweet potatoes,1998,86907,1083,49157,25.91,old
12043,India,Sweet potatoes,1998,86907,1083,49157,27.48,old
12044,India,Sweet potatoes,1998,86907,1083,49157,26.35,old
12045,India,Sweet potatoes,1998,86907,1083,49157,24.34,old
12046,India,Sweet potatoes,1998,86907,1083,49157,26.01,old
12047,India,Sweet potatoes,1998,86907,1083,49157,26.12,old
12048,India,Sweet potatoes,1998,86907,1083,49157,25.77,old
12049,India,Sweet potatoes,1998,86907,1083,49157,26.69,old
12050,India,Sweet potatoes,1998,86907,1083,49157,27.87,old
12051,India,Sweet potatoes,1998,86907,1083,49157,25.87,old
12052,India,Sweet potatoes,1998,86907,1083,49157,26.27,old
12053,India,Sweet potatoes,1998,86907,1083,49157,25.46,old
12055,India,Sweet potatoes,1998,86907,1083,49157,26.4,old
12058,India,Sweet potatoes,1998,86907,1083,49157,25.55,old
12059,India,Sweet potatoes,1998,86907,1083,49157,27.09,old
12060,India,Sweet potatoes,1998,86907,1083,49157,24.84,old
12061,India,Sweet potatoes,1998,86907,1083,49157,27.32,old
12064,India,Wheat,1998,24852,1083,49157,25.91,old
12065,India,Wheat,1998,24852,1083,49157,27.48,old
12066,India,Wheat,1998,24852,1083,49157,26.35,old
12067,India,Wheat,1998,24852,1083,49157,24.34,old
12068,India,Wheat,1998,24852,1083,49157,26.01,old
12069,India,Wheat,1998,24852,1083,49157,26.12,old
12070,India,Wheat,1998,24852,1083,49157,25.77,old
12071,India,Wheat,1998,24852,1083,49157,26.69,old
12072,India,Wheat,1998,24852,1083,49157,27.87,old
12073,India,Wheat,1998,24852,1083,49157,25.87,old
12074,India,Wheat,1998,24852,1083,49157,26.27,old
12075,India,Wheat,1998,24852,1083,49157,25.46,old
12077,India,Wheat,1998,24852,1083,49157,26.4,old
12080,India,Wheat,1998,24852,1083,49157,25.55,old
12081,India,Wheat,1998,24852,1083,49157,27.09,old
12082,India,Wheat,1998,24852,1083,49157,24.84,old
12083,India,Wheat,1998,24852,1083,49157,27.32,old
12086,India,Cassava,1999,39530,1083,46195,26.12,old
12087,India,Cassava,1999,39530,1083,46195,27.21,old
12088,India,Cassava,1999,39530,1083,46195,26.4,old
12089,India,Cassava,1999,39530,1083,46195,24.9,old
12090,India,Cassava,1999,39530,1083,46195,25.29,old
12091,India,Cassava,1999,39530,1083,46195,25.74,old
12092,India,Cassava,1999,39530,1083,46195,26.36,old
12093,India,Cassava,1999,39530,1083,46195,26.86,old
12094,India,Cassava,1999,39530,1083,46195,27.24,old
12095,India,Cassava,1999,39530,1083,46195,25.5,old
12096,India,Cassava,1999,39530,1083,46195,26.42,old
12097,India,Cassava,1999,39530,1083,46195,25.78,old
12099,India,Cassava,1999,39530,1083,46195,26.06,old
12101,India,Cassava,1999,39530,1083,46195,25.97,old
12102,India,Cassava,1999,39530,1083,46195,25.1,old
12103,India,Cassava,1999,39530,1083,46195,26.85,old
12104,India,Cassava,1999,39530,1083,46195,24.93,old
12105,India,Cassava,1999,39530,1083,46195,26.96,old
12107,India,Cassava,1999,39530,1083,46195,26.21,old
12108,India,Maize,1999,17922,1083,46195,26.12,old
12109,India,Maize,1999,17922,1083,46195,27.21,old
12110,India,Maize,1999,17922,1083,46195,26.4,old
12111,India,Maize,1999,17922,1083,46195,24.9,old
12112,India,Maize,1999,17922,1083,46195,25.29,old
12113,India,Maize,1999,17922,1083,46195,25.74,old
12114,India,Maize,1999,17922,1083,46195,26.36,old
12115,India,Maize,1999,17922,1083,46195,26.86,old
12116,India,Maize,1999,17922,1083,46195,27.24,old
12117,India,Maize,1999,17922,1083,46195,25.5,old
12118,India,Maize,1999,17922,1083,46195,26.42,old
12119,India,Maize,1999,17922,1083,46195,25.78,old
12121,India,Maize,1999,17922,1083,46195,26.06,old
12123,India,Maize,1999,17922,1083,46195,25.97,old
12124,India,Maize,1999,17922,1083,46195,25.1,old
12125,India,Maize,1999,17922,1083,46195,26.85,old
