,Index,Area,Item,Year,yield_value,avg_rainfall,pest_tonnes,avg_temp,year_range
15573,16971,Japan,Wheat,2009,32367.0,1668,60970.8,16.02,medium
15574,16972,Japan,Wheat,2009,32367.0,1668,60970.8,15.61,medium
15575,16973,Japan,Wheat,2009,32367.0,1668,60970.8,15.67,medium
15576,16975,Japan,Yams,2009,211519.0,1668,60970.8,15.93,medium
15577,16976,Japan,Yams,2009,211519.0,1668,60970.8,13.55,medium
15578,16977,Japan,Yams,2009,211519.0,1668,60970.8,16.02,medium
15579,16978,Japan,Yams,2009,211519.0,1668,60970.8,15.61,medium
15580,16979,Japan,Yams,2009,211519.0,1668,60970.8,15.67,medium
15581,16981,Japan,Maize,2010,25642.0,1668,55576.0,16.12,medium
15582,16982,Japan,Maize,2010,25642.0,1668,55576.0,13.82,medium
15583,16983,Japan,Maize,2010,25642.0,1668,55576.0,16.01,medium
15584,16984,Japan,Maize,2010,25642.0,1668,55576.0,15.8,medium
15585,16985,Japan,Maize,2010,25642.0,1668,55576.0,15.87,medium
15586,16987,Japan,Potatoes,2010,39530.0,1668,55576.0,16.12,medium
15587,16988,Japan,Potatoes,2010,39530.0,1668,55576.0,13.82,medium
15588,16989,Japan,Potatoes,2010,39530.0,1668,55576.0,16.01,medium
15589,16990,Japan,Potatoes,2010,39530.0,1668,55576.0,15.8,medium
15590,16991,Japan,Potatoes,2010,39530.0,1668,55576.0,15.87,medium
15591,16993,Japan,"Rice, paddy",2010,65135.0,1668,55576.0,16.12,medium
15592,16994,Japan,"Rice, paddy",2010,65135.0,1668,55576.0,13.82,medium
15593,16995,Japan,"Rice, paddy",2010,65135.0,1668,55576.0,16.01,medium
15594,16996,Japan,"Rice, paddy",2010,65135.0,1668,55576.0,15.8,medium
15595,16997,Japan,"Rice, paddy",2010,65135.0,1668,55576.0,15.87,medium
15596,16999,Japan,Soybeans,2010,16158.0,1668,55576.0,16.12,medium
15597,17000,Japan,Soybeans,2010,16158.0,1668,55576.0,13.82,medium
15598,17001,Japan,Soybeans,2010,16158.0,1668,55576.0,16.01,medium
15599,17002,Japan,Soybeans,2010,16158.0,1668,55576.0,15.8,medium
15600,17003,Japan,Soybeans,2010,16158.0,1668,55576.0,15.87,medium
15601,17005,Japan,Sweet potatoes,2010,217531.0,1668,55576.0,16.12,medium
15602,17006,Japan,Sweet potatoes,2010,217531.0,1668,55576.0,13.82,medium
15603,17007,Japan,Sweet potatoes,2010,217531.0,1668,55576.0,16.01,medium
15604,17008,Japan,Sweet potatoes,2010,217531.0,1668,55576.0,15.8,medium
15605,17009,Japan,Sweet potatoes,2010,217531.0,1668,55576.0,15.87,medium
15606,17011,Japan,Wheat,2010,27612.0,1668,55576.0,16.12,medium
15607,17012,Japan,Wheat,2010,27612.0,1668,55576.0,13.82,medium
15608,17013,Japan,Wheat,2010,27612.0,1668,55576.0,16.01,medium
15609,17014,Japan,Wheat,2010,27612.0,1668,55576.0,15.8,medium
15610,17015,Japan,Wheat,2010,27612.0,1668,55576.0,15.87,medium
15611,17017,Japan,Yams,2010,226963.0,1668,55576.0,16.12,medium
15612,17018,Japan,Yams,2010,226963.0,1668,55576.0,13.82,medium
15613,17019,Japan,Yams,2010,226963.0,1668,55576.0,16.01,medium
15614,17020,Japan,Yams,2010,226963.0,1668,55576.0,15.8,medium
15615,17021,Japan,Yams,2010,226963.0,1668,55576.0,15.87,medium
15616,17023,Japan,Maize,2011,25797.0,1668,51796.3,15.71,new
15617,17024,Japan,Maize,2011,25797.0,1668,51796.3,13.32,new
15618,17025,Japan,Maize,2011,25797.0,1668,51796.3,15.62,new
15619,17026,Japan,Maize,2011,25797.0,1668,51796.3,15.38,new
15620,17027,Japan,Maize,2011,25797.0,1668,51796.3,15.43,new
15621,17029,Japan,Potatoes,2011,39530.0,1668,51796.3,15.71,new
15622,17030,Japan,Potatoes,2011,39530.0,1668,51796.3,13.32,new
15623,17031,Japan,Potatoes,2011,39530.0,1668,51796.3,15.62,new
15624,17032,Japan,Potatoes,2011,39530.0,1668,51796.3,15.38,new
15625,17033,Japan,Potatoes,2011,39530.0,1668,51796.3,15.43,new
15626,17035,Japan,"Rice, paddy",2011,66624.0,1668,51796.3,15.71,new
15627,17036,Japan,"Rice, paddy",2011,66624.0,1668,51796.3,13.32,new
15628,17037,Japan,"Rice, paddy",2011,66624.0,1668,51796.3,15.62,new
15629,17038,Japan,"Rice, paddy",2011,66624.0,1668,51796.3,15.38,new
15630,17039,Japan,"Rice, paddy",2011,66624.0,1668,51796.3,15.43,new
15631,17041,Japan,Soybeans,2011,16006.0,1668,51796.3,15.71,new
15632,17042,Japan,Soybeans,2011,16006.0,1668,51796.3,13.32,new
15633,17043,Japan,Soybeans,2011,16006.0,1668,51796.3,15.62,new
15634,17044,Japan,Soybeans,2011,16006.0,1668,51796.3,15.38,new
15635,17045,Japan,Soybeans,2011,16006.0,1668,51796.3,15.43,new
15636,17047,Japan,Sweet potatoes,2011,227738.0,1668,51796.3,15.71,new
15637,17048,Japan,Sweet potatoes,2011,227738.0,1668,51796.3,13.32,new
15638,17049,Japan,Sweet potatoes,2011,227738.0,1668,51796.3,15.62,new
15639,17050,Japan,Sweet potatoes,2011,227738.0,1668,51796.3,15.38,new
15640,17051,Japan,Sweet potatoes,2011,227738.0,1668,51796.3,15.43,new
15641,17053,Japan,Wheat,2011,35286.0,1668,51796.3,15.71,new
15642,17054,Japan,Wheat,2011,35286.0,1668,51796.3,13.32,new
15643,17055,Japan,Wheat,2011,35286.0,1668,51796.3,15.62,new
15644,17056,Japan,Wheat,2011,35286.0,1668,51796.3,15.38,new
15645,17057,Japan,Wheat,2011,35286.0,1668,51796.3,15.43,new
15646,17059,Japan,Yams,2011,220905.0,1668,51796.3,15.71,new
15647,17060,Japan,Yams,2011,220905.0,1668,51796.3,13.32,new
15648,17061,Japan,Yams,2011,220905.0,1668,51796.3,15.62,new
15649,17062,Japan,Yams,2011,220905.0,1668,51796.3,15.38,new
15650,17063,Japan,Yams,2011,220905.0,1668,51796.3,15.43,new
15651,17065,Japan,Maize,2012,26154.0,1668,54716.4,15.53,new
15652,17066,Japan,Maize,2012,26154.0,1668,54716.4,13.11,new
15653,17067,Japan,Maize,2012,26154.0,1668,54716.4,15.54,new
15654,17068,Japan,Maize,2012,26154.0,1668,54716.4,15.14,new
15655,17069,Japan,Maize,2012,26154.0,1668,54716.4,15.21,new
15656,17071,Japan,Potatoes,2012,39530.0,1668,54716.4,15.53,new
15657,17072,Japan,Potatoes,2012,39530.0,1668,54716.4,13.11,new
15658,17073,Japan,Potatoes,2012,39530.0,1668,54716.4,15.54,new
15659,17074,Japan,Potatoes,2012,39530.0,1668,54716.4,15.14,new
15660,17075,Japan,Potatoes,2012,39530.0,1668,54716.4,15.21,new
15661,17077,Japan,"Rice, paddy",2012,67388.0,1668,54716.4,15.53,new
15662,17078,Japan,"Rice, paddy",2012,67388.0,1668,54716.4,13.11,new
15663,17079,Japan,"Rice, paddy",2012,67388.0,1668,54716.4,15.54,new
15664,17080,Japan,"Rice, paddy",2012,67388.0,1668,54716.4,15.14,new
15665,17081,Japan,"Rice, paddy",2012,67388.0,1668,54716.4,15.21,new
15666,17083,Japan,Soybeans,2012,17994.0,1668,54716.4,15.53,new
15667,17084,Japan,Soybeans,2012,17994.0,1668,54716.4,13.11,new
15668,17085,Japan,Soybeans,2012,17994.0,1668,54716.4,15.54,new
15669,17086,Japan,Soybeans,2012,17994.0,1668,54716.4,15.14,new
15670,17087,Japan,Soybeans,2012,17994.0,1668,54716.4,15.21,new
15671,17089,Japan,Sweet potatoes,2012,225747.0,1668,54716.4,15.53,new
15672,17090,Japan,Sweet potatoes,2012,225747.0,1668,54716.4,13.11,new
15673,17091,Japan,Sweet potatoes,2012,225747.0,1668,54716.4,15.54,new
15674,17092,Japan,Sweet potatoes,2012,225747.0,1668,54716.4,15.14,new
15675,17093,Japan,Sweet potatoes,2012,225747.0,1668,54716.4,15.21,new
15676,17095,Japan,Wheat,2012,41004.0,1668,54716.4,15.53,new
15677,17096,Japan,Wheat,2012,41004.0,1668,54716.4,13.11,new
15678,17097,Japan,Wheat,2012,41004.0,1668,54716.4,15.54,new
15679,17098,Japan,Wheat,2012,41004.0,1668,54716.4,15.14,new
15680,17099,Japan,Wheat,2012,41004.0,1668,54716.4,15.21,new
15681,17101,Japan,Yams,2012,222059.0,1668,54716.4,15.53,new
15682,17102,Japan,Yams,2012,222059.0,1668,54716.4,13.11,new
15683,17103,Japan,Yams,2012,222059.0,1668,54716.4,15.54,new
15684,17104,Japan,Yams,2012,222059.0,1668,54716.4,15.14,new
15685,17105,Japan,Yams,2012,222059.0,1668,54716.4,15.21,new
15686,17107,Japan,Maize,2013,27273.0,1668,52794.3,16.54,new
15687,17108,Japan,Maize,2013,27273.0,1668,52794.3,13.91,new
15688,17109,Japan,Maize,2013,27273.0,1668,52794.3,16.3,new
15689,17110,Japan,Maize,2013,27273.0,1668,52794.3,16.0,new
15690,17111,Japan,Maize,2013,27273.0,1668,52794.3,16.02,new
15691,17113,Japan,Potatoes,2013,39530.0,1668,52794.3,16.54,new
15692,17114,Japan,Potatoes,2013,39530.0,1668,52794.3,13.91,new
15693,17115,Japan,Potatoes,2013,39530.0,1668,52794.3,16.3,new
15694,17116,Japan,Potatoes,2013,39530.0,1668,52794.3,16.0,new
15695,17117,Japan,Potatoes,2013,39530.0,1668,52794.3,16.02,new
15696,17119,Japan,"Rice, paddy",2013,67280.0,1668,52794.3,16.54,new
15697,17120,Japan,"Rice, paddy",2013,67280.0,1668,52794.3,13.91,new
15698,17121,Japan,"Rice, paddy",2013,67280.0,1668,52794.3,16.3,new
15699,17122,Japan,"Rice, paddy",2013,67280.0,1668,52794.3,16.0,new
15700,17123,Japan,"Rice, paddy",2013,67280.0,1668,52794.3,16.02,new
15701,17125,Japan,Soybeans,2013,15520.0,1668,52794.3,16.54,new
15702,17126,Japan,Soybeans,2013,15520.0,1668,52794.3,13.91,new
15703,17127,Japan,Soybeans,2013,15520.0,1668,52794.3,16.3,new
15704,17128,Japan,Soybeans,2013,15520.0,1668,52794.3,16.0,new
15705,17129,Japan,Soybeans,2013,15520.0,1668,52794.3,16.02,new
15706,17131,Japan,Sweet potatoes,2013,39530.0,1668,52794.3,16.54,new
15707,17132,Japan,Sweet potatoes,2013,39530.0,1668,52794.3,13.91,new
15708,17133,Japan,Sweet potatoes,2013,39530.0,1668,52794.3,16.3,new
15709,17134,Japan,Sweet potatoes,2013,39530.0,1668,52794.3,16.0,new
15710,17135,Japan,Sweet potatoes,2013,39530.0,1668,52794.3,16.02,new
15711,17137,Japan,Wheat,2013,38616.0,1668,52794.3,16.54,new
15712,17138,Japan,Wheat,2013,38616.0,1668,52794.3,13.91,new
15713,17139,Japan,Wheat,2013,38616.0,1668,52794.3,16.3,new
15714,17140,Japan,Wheat,2013,38616.0,1668,52794.3,16.0,new
15715,17141,Japan,Wheat,2013,38616.0,1668,52794.3,16.02,new
15716,17143,Japan,Yams,2013,217415.0,1668,52794.3,16.54,new
15717,17144,Japan,Yams,2013,217415.0,1668,52794.3,13.91,new
15718,17145,Japan,Yams,2013,217415.0,1668,52794.3,16.3,new
15719,17146,Japan,Yams,2013,217415.0,1668,52794.3,16.0,new
15720,17147,Japan,Yams,2013,217415.0,1668,52794.3,16.02,new
15721,17149,Kazakhstan,Maize,1992,31214.0,250,17182.0,6.2,old
15722,17150,Kazakhstan,Maize,1992,31214.0,250,17182.0,2.78,old
15723,17151,Kazakhstan,Potatoes,1992,105923.0,250,17182.0,6.2,old
15724,17152,Kazakhstan,Potatoes,1992,105923.0,250,17182.0,2.78,old
15725,17153,Kazakhstan,"Rice, paddy",1992,39915.0,250,17182.0,6.2,old
15726,17154,Kazakhstan,"Rice, paddy",1992,39915.0,250,17182.0,2.78,old
15727,17155,Kazakhstan,Sorghum,1992,11765.0,250,17182.0,6.2,old
15728,17156,Kazakhstan,Sorghum,1992,11765.0,250,17182.0,2.78,old
15729,17157,Kazakhstan,Soybeans,1992,11919.0,250,17182.0,6.2,old
15730,17158,Kazakhstan,Soybeans,1992,11919.0,250,17182.0,2.78,old
15731,17159,Kazakhstan,Wheat,1992,13324.0,250,17182.0,6.2,old
15732,17160,Kazakhstan,Wheat,1992,13324.0,250,17182.0,2.78,old
15733,17161,Kazakhstan,Maize,1993,32677.0,250,17182.0,5.51,old
15734,17162,Kazakhstan,Maize,1993,32677.0,250,17182.0,1.63,old
15735,17163,Kazakhstan,Potatoes,1993,96200.0,250,17182.0,5.51,old
15736,17164,Kazakhstan,Potatoes,1993,96200.0,250,17182.0,1.63,old
15737,17165,Kazakhstan,"Rice, paddy",1993,36871.0,250,17182.0,5.51,old
15738,17166,Kazakhstan,"Rice, paddy",1993,36871.0,250,17182.0,1.63,old
15739,17167,Kazakhstan,Sorghum,1993,12500.0,250,17182.0,5.51,old
15740,17168,Kazakhstan,Sorghum,1993,12500.0,250,17182.0,1.63,old
15741,17169,Kazakhstan,Soybeans,1993,11269.0,250,17182.0,5.51,old
15742,17170,Kazakhstan,Soybeans,1993,11269.0,250,17182.0,1.63,old
15743,17171,Kazakhstan,Wheat,1993,9178.0,250,17182.0,5.51,old
15744,17172,Kazakhstan,Wheat,1993,9178.0,250,17182.0,1.63,old
15745,17173,Kazakhstan,Maize,1994,22387.0,250,17182.0,6.04,old
15746,17174,Kazakhstan,Maize,1994,22387.0,250,17182.0,3.12,old
15747,17175,Kazakhstan,Potatoes,1994,95739.0,250,17182.0,6.04,old
15748,17176,Kazakhstan,Potatoes,1994,95739.0,250,17182.0,3.12,old
15749,17177,Kazakhstan,"Rice, paddy",1994,27937.0,250,17182.0,6.04,old
15750,17178,Kazakhstan,"Rice, paddy",1994,27937.0,250,17182.0,3.12,old
15751,17179,Kazakhstan,Sorghum,1994,12857.0,250,17182.0,6.04,old
15752,17180,Kazakhstan,Sorghum,1994,12857.0,250,17182.0,3.12,old
15753,17181,Kazakhstan,Soybeans,1994,9667.0,250,17182.0,6.04,old
15754,17182,Kazakhstan,Soybeans,1994,9667.0,250,17182.0,3.12,old
15755,17183,Kazakhstan,Wheat,1994,7490.0,250,17182.0,6.04,old
15756,17184,Kazakhstan,Wheat,1994,7490.0,250,17182.0,3.12,old
15757,17185,Kazakhstan,Maize,1995,19316.0,250,13535.0,6.53,old
15758,17186,Kazakhstan,Maize,1995,19316.0,250,13535.0,4.33,old
15759,17187,Kazakhstan,Potatoes,1995,84589.0,250,13535.0,6.53,old
15760,17188,Kazakhstan,Potatoes,1995,84589.0,250,13535.0,4.33,old
15761,17189,Kazakhstan,"Rice, paddy",1995,21932.0,250,13535.0,6.53,old
15762,17190,Kazakhstan,"Rice, paddy",1995,21932.0,250,13535.0,4.33,old
15763,17191,Kazakhstan,Sorghum,1995,5000.0,250,13535.0,6.53,old
15764,17192,Kazakhstan,Sorghum,1995,5000.0,250,13535.0,4.33,old
15765,17193,Kazakhstan,Soybeans,1995,8845.0,250,13535.0,6.53,old
15766,17194,Kazakhstan,Soybeans,1995,8845.0,250,13535.0,4.33,old
15767,17195,Kazakhstan,Wheat,1995,5748.0,250,13535.0,6.53,old
15768,17196,Kazakhstan,Wheat,1995,5748.0,250,13535.0,4.33,old
15769,17197,Kazakhstan,Maize,1996,16795.0,250,13047.0,5.98,old
15770,17198,Kazakhstan,Maize,1996,16795.0,250,13047.0,1.61,old
15771,17199,Kazakhstan,Potatoes,1996,88347.0,250,13047.0,5.98,old
15772,17200,Kazakhstan,Potatoes,1996,88347.0,250,13047.0,1.61,old
15773,17201,Kazakhstan,"Rice, paddy",1996,26155.0,250,13047.0,5.98,old
15774,17202,Kazakhstan,"Rice, paddy",1996,26155.0,250,13047.0,1.61,old
15775,17203,Kazakhstan,Sorghum,1996,8255.0,250,13047.0,5.98,old
15776,17204,Kazakhstan,Sorghum,1996,8255.0,250,13047.0,1.61,old
15777,17205,Kazakhstan,Soybeans,1996,8437.0,250,13047.0,5.98,old
15778,17206,Kazakhstan,Soybeans,1996,8437.0,250,13047.0,1.61,old
15779,17207,Kazakhstan,Wheat,1996,6835.0,250,13047.0,5.98,old
15780,17208,Kazakhstan,Wheat,1996,6835.0,250,13047.0,1.61,old
15781,17209,Kazakhstan,Maize,1997,18136.0,250,8112.0,7.53,old
15782,17210,Kazakhstan,Maize,1997,18136.0,250,8112.0,4.52,old
15783,17211,Kazakhstan,Potatoes,1997,84078.0,250,8112.0,7.53,old
15784,17212,Kazakhstan,Potatoes,1997,84078.0,250,8112.0,4.52,old
15785,17213,Kazakhstan,"Rice, paddy",1997,30765.0,250,8112.0,7.53,old
15786,17214,Kazakhstan,"Rice, paddy",1997,30765.0,250,8112.0,4.52,old
15787,17215,Kazakhstan,Sorghum,1997,6250.0,250,8112.0,7.53,old
15788,17216,Kazakhstan,Sorghum,1997,6250.0,250,8112.0,4.52,old
15789,17217,Kazakhstan,Soybeans,1997,10445.0,250,8112.0,7.53,old
15790,17218,Kazakhstan,Soybeans,1997,10445.0,250,8112.0,4.52,old
15791,17219,Kazakhstan,Wheat,1997,8449.0,250,8112.0,7.53,old
15792,17220,Kazakhstan,Wheat,1997,8449.0,250,8112.0,4.52,old
15793,17221,Kazakhstan,Maize,1998,26780.0,250,6416.14,6.94,old
15794,17222,Kazakhstan,Maize,1998,26780.0,250,6416.14,3.25,old
15795,17223,Kazakhstan,Potatoes,1998,76679.0,250,6416.14,6.94,old
15796,17224,Kazakhstan,Potatoes,1998,76679.0,250,6416.14,3.25,old
15797,17225,Kazakhstan,"Rice, paddy",1998,32162.0,250,6416.14,6.94,old
15798,17226,Kazakhstan,"Rice, paddy",1998,32162.0,250,6416.14,3.25,old
15799,17227,Kazakhstan,Sorghum,1998,7692.0,250,6416.14,6.94,old
15800,17228,Kazakhstan,Sorghum,1998,7692.0,250,6416.14,3.25,old
15801,17229,Kazakhstan,Soybeans,1998,13359.0,250,6416.14,6.94,old
15802,17230,Kazakhstan,Soybeans,1998,13359.0,250,6416.14,3.25,old
15803,17231,Kazakhstan,Wheat,1998,5200.0,250,6416.14,6.94,old
15804,17232,Kazakhstan,Wheat,1998,5200.0,250,6416.14,3.25,old
15805,17233,Kazakhstan,Maize,1999,30168.0,250,4720.28,7.09,old
15806,17234,Kazakhstan,Maize,1999,30168.0,250,4720.28,3.73,old
15807,17235,Kazakhstan,Potatoes,1999,107532.0,250,4720.28,7.09,old
15808,17236,Kazakhstan,Potatoes,1999,107532.0,250,4720.28,3.73,old
15809,17237,Kazakhstan,"Rice, paddy",1999,28070.0,250,4720.28,7.09,old
15810,17238,Kazakhstan,"Rice, paddy",1999,28070.0,250,4720.28,3.73,old
15811,17239,Kazakhstan,Sorghum,1999,50000.0,250,4720.28,7.09,old
15812,17240,Kazakhstan,Sorghum,1999,50000.0,250,4720.28,3.73,old
15813,17241,Kazakhstan,Soybeans,1999,13000.0,250,4720.28,7.09,old
15814,17242,Kazakhstan,Soybeans,1999,13000.0,250,4720.28,3.73,old
15815,17243,Kazakhstan,Wheat,1999,12868.0,250,4720.28,7.09,old
15816,17244,Kazakhstan,Wheat,1999,12868.0,250,4720.28,3.73,old
15817,17245,Kazakhstan,Maize,2000,33350.0,250,3024.42,7.26,old
15818,17246,Kazakhstan,Maize,2000,33350.0,250,3024.42,3.23,old
15819,17247,Kazakhstan,Potatoes,2000,106383.0,250,3024.42,7.26,old
15820,17248,Kazakhstan,Potatoes,2000,106383.0,250,3024.42,3.23,old
15821,17249,Kazakhstan,"Rice, paddy",2000,29723.0,250,3024.42,7.26,old
15822,17250,Kazakhstan,"Rice, paddy",2000,29723.0,250,3024.42,3.23,old
15823,17251,Kazakhstan,Sorghum,2000,65862.0,250,3024.42,7.26,old
15824,17252,Kazakhstan,Sorghum,2000,65862.0,250,3024.42,3.23,old
15825,17253,Kazakhstan,Soybeans,2000,11343.0,250,3024.42,7.26,old
15826,17254,Kazakhstan,Soybeans,2000,11343.0,250,3024.42,3.23,old
15827,17255,Kazakhstan,Wheat,2000,9028.0,250,3024.42,7.26,old
15828,17256,Kazakhstan,Wheat,2000,9028.0,250,3024.42,3.23,old
15829,17257,Kazakhstan,Maize,2001,37125.0,250,3007.26,7.23,medium
15830,17258,Kazakhstan,Maize,2001,37125.0,250,3007.26,3.85,medium
15831,17259,Kazakhstan,Potatoes,2001,132897.0,250,3007.26,7.23,medium
15832,17260,Kazakhstan,Potatoes,2001,132897.0,250,3007.26,3.85,medium
15833,17261,Kazakhstan,"Rice, paddy",2001,28714.0,250,3007.26,7.23,medium
15834,17262,Kazakhstan,"Rice, paddy",2001,28714.0,250,3007.26,3.85,medium
15835,17263,Kazakhstan,Sorghum,2001,31915.0,250,3007.26,7.23,medium
15836,17264,Kazakhstan,Sorghum,2001,31915.0,250,3007.26,3.85,medium
15837,17265,Kazakhstan,Soybeans,2001,13561.0,250,3007.26,7.23,medium
15838,17266,Kazakhstan,Soybeans,2001,13561.0,250,3007.26,3.85,medium
15839,17267,Kazakhstan,Wheat,2001,11803.0,250,3007.26,7.23,medium
15840,17268,Kazakhstan,Wheat,2001,11803.0,250,3007.26,3.85,medium
15841,17269,Kazakhstan,Maize,2002,41370.0,250,3361.84,7.4,medium
15842,17270,Kazakhstan,Maize,2002,41370.0,250,3361.84,4.77,medium
15843,17271,Kazakhstan,Potatoes,2002,139278.0,250,3361.84,7.4,medium
15844,17272,Kazakhstan,Potatoes,2002,139278.0,250,3361.84,4.77,medium
15845,17273,Kazakhstan,"Rice, paddy",2002,30288.0,250,3361.84,7.4,medium
15846,17274,Kazakhstan,"Rice, paddy",2002,30288.0,250,3361.84,4.77,medium
15847,17275,Kazakhstan,Sorghum,2002,14316.0,250,3361.84,7.4,medium
15848,17276,Kazakhstan,Sorghum,2002,14316.0,250,3361.84,4.77,medium
15849,17277,Kazakhstan,Soybeans,2002,14955.0,250,3361.84,7.4,medium
15850,17278,Kazakhstan,Soybeans,2002,14955.0,250,3361.84,4.77,medium
15851,17279,Kazakhstan,Wheat,2002,10895.0,250,3361.84,7.4,medium
15852,17280,Kazakhstan,Wheat,2002,10895.0,250,3361.84,4.77,medium
15853,17281,Kazakhstan,Maize,2004,44575.0,250,3802.92,7.52,medium
15854,17282,Kazakhstan,Maize,2004,44575.0,250,3802.92,4.18,medium
15855,17283,Kazakhstan,Potatoes,2004,134485.0,250,3802.92,7.52,medium
15856,17284,Kazakhstan,Potatoes,2004,134485.0,250,3802.92,4.18,medium
15857,17285,Kazakhstan,"Rice, paddy",2004,34182.0,250,3802.92,7.52,medium
15858,17286,Kazakhstan,"Rice, paddy",2004,34182.0,250,3802.92,4.18,medium
15859,17287,Kazakhstan,Sorghum,2004,17500.0,250,3802.92,7.52,medium
15860,17288,Kazakhstan,Sorghum,2004,17500.0,250,3802.92,4.18,medium
15861,17289,Kazakhstan,Soybeans,2004,14630.0,250,3802.92,7.52,medium
15862,17290,Kazakhstan,Soybeans,2004,14630.0,250,3802.92,4.18,medium
15863,17291,Kazakhstan,Wheat,2004,8432.0,250,3802.92,7.52,medium
15864,17292,Kazakhstan,Wheat,2004,8432.0,250,3802.92,4.18,medium
15865,17293,Kazakhstan,Maize,2005,41546.0,250,3666.62,7.07,medium
15866,17294,Kazakhstan,Maize,2005,41546.0,250,3666.62,4.0,medium
15867,17295,Kazakhstan,Potatoes,2005,150135.0,250,3666.62,7.07,medium
15868,17296,Kazakhstan,Potatoes,2005,150135.0,250,3666.62,4.0,medium
15869,17297,Kazakhstan,"Rice, paddy",2005,33518.0,250,3666.62,7.07,medium
15870,17298,Kazakhstan,"Rice, paddy",2005,33518.0,250,3666.62,4.0,medium
15871,17299,Kazakhstan,Sorghum,2005,20000.0,250,3666.62,7.07,medium
15872,17300,Kazakhstan,Sorghum,2005,20000.0,250,3666.62,4.0,medium
15873,17301,Kazakhstan,Soybeans,2005,16438.0,250,3666.62,7.07,medium
15874,17302,Kazakhstan,Soybeans,2005,16438.0,250,3666.62,4.0,medium
15875,17303,Kazakhstan,Wheat,2005,9480.0,250,3666.62,7.07,medium
15876,17304,Kazakhstan,Wheat,2005,9480.0,250,3666.62,4.0,medium
15877,17305,Kazakhstan,Maize,2006,46317.0,250,3926.27,7.65,medium
15878,17306,Kazakhstan,Maize,2006,46317.0,250,3926.27,3.88,medium
15879,17307,Kazakhstan,Potatoes,2006,153851.0,250,3926.27,7.65,medium
15880,17308,Kazakhstan,Potatoes,2006,153851.0,250,3926.27,3.88,medium
15881,17309,Kazakhstan,"Rice, paddy",2006,32966.0,250,3926.27,7.65,medium
15882,17310,Kazakhstan,"Rice, paddy",2006,32966.0,250,3926.27,3.88,medium
15883,17311,Kazakhstan,Sorghum,2006,24128.0,250,3926.27,7.65,medium
15884,17312,Kazakhstan,Sorghum,2006,24128.0,250,3926.27,3.88,medium
15885,17313,Kazakhstan,Soybeans,2006,16578.0,250,3926.27,7.65,medium
15886,17314,Kazakhstan,Soybeans,2006,16578.0,250,3926.27,3.88,medium
15887,17315,Kazakhstan,Wheat,2006,11348.0,250,3926.27,7.65,medium
15888,17316,Kazakhstan,Wheat,2006,11348.0,250,3926.27,3.88,medium
15889,17317,Kazakhstan,Maize,2007,45636.0,250,5575.89,7.78,medium
15890,17318,Kazakhstan,Maize,2007,45636.0,250,5575.89,4.14,medium
15891,17319,Kazakhstan,Potatoes,2007,155792.0,250,5575.89,7.78,medium
15892,17320,Kazakhstan,Potatoes,2007,155792.0,250,5575.89,4.14,medium
15893,17321,Kazakhstan,"Rice, paddy",2007,33678.0,250,5575.89,7.78,medium
15894,17322,Kazakhstan,"Rice, paddy",2007,33678.0,250,5575.89,4.14,medium
15895,17323,Kazakhstan,Sorghum,2007,4800.0,250,5575.89,7.78,medium
15896,17324,Kazakhstan,Sorghum,2007,4800.0,250,5575.89,4.14,medium
15897,17325,Kazakhstan,Soybeans,2007,16959.0,250,5575.89,7.78,medium
15898,17326,Kazakhstan,Soybeans,2007,16959.0,250,5575.89,4.14,medium
15899,17327,Kazakhstan,Wheat,2007,12983.0,250,5575.89,7.78,medium
15900,17328,Kazakhstan,Wheat,2007,12983.0,250,5575.89,4.14,medium
15901,17329,Kazakhstan,Maize,2008,44042.0,250,7044.9,7.25,medium
15902,17330,Kazakhstan,Maize,2008,44042.0,250,7044.9,4.19,medium
15903,17331,Kazakhstan,Potatoes,2008,144356.0,250,7044.9,7.25,medium
15904,17332,Kazakhstan,Potatoes,2008,144356.0,250,7044.9,4.19,medium
15905,17333,Kazakhstan,"Rice, paddy",2008,33736.0,250,7044.9,7.25,medium
15906,17334,Kazakhstan,"Rice, paddy",2008,33736.0,250,7044.9,4.19,medium
15907,17335,Kazakhstan,Sorghum,2008,3871.0,250,7044.9,7.25,medium
15908,17336,Kazakhstan,Sorghum,2008,3871.0,250,7044.9,4.19,medium
15909,17337,Kazakhstan,Soybeans,2008,17326.0,250,7044.9,7.25,medium
15910,17338,Kazakhstan,Soybeans,2008,17326.0,250,7044.9,4.19,medium
15911,17339,Kazakhstan,Wheat,2008,9715.0,250,7044.9,7.25,medium
15912,17340,Kazakhstan,Wheat,2008,9715.0,250,7044.9,4.19,medium
15913,17341,Kazakhstan,Maize,2009,47500.0,250,8716.14,6.77,medium
15914,17342,Kazakhstan,Maize,2009,47500.0,250,8716.14,3.03,medium
15915,17343,Kazakhstan,Potatoes,2009,162092.0,250,8716.14,6.77,medium
15916,17344,Kazakhstan,Potatoes,2009,162092.0,250,8716.14,3.03,medium
15917,17345,Kazakhstan,"Rice, paddy",2009,35323.0,250,8716.14,6.77,medium
15918,17346,Kazakhstan,"Rice, paddy",2009,35323.0,250,8716.14,3.03,medium
15919,17347,Kazakhstan,Sorghum,2009,5000.0,250,8716.14,6.77,medium
